Dataset	Random-mean	P-value
747	0.10377602	1.3431724935394429e-07
748	0.10269258	4.1611689588456975e-08
749	0.1034033	9.016355329307061e-08
750	0.10373726	1.288924215050439e-07
751	0.10262320999999999	3.855102140931295e-08
752	0.10437273	2.51726707176945e-07
753	0.10353398999999999	1.037440228971477e-07
754	0.10134015	9.110277739053087e-09
755	0.10288717	5.151171818570093e-08
756	0.10232965	2.785080099999345e-08
757	0.10285931	4.996544245238353e-08
758	0.10495044	4.5702774835950095e-07
759	0.1018289	1.5887086293956415e-08
760	0.10128345	8.536633039039869e-09
761	0.10228378	2.6464253540867488e-08
762	0.10248678	3.3156885243860226e-08
763	0.10460171	3.192952734489313e-07
764	0.10489176	4.3039097930282644e-07
765	0.10309625	6.469516443901678e-08
766	0.10205773	2.05546844567402e-08
767	0.10414695	1.9876396670703558e-07
768	0.10423207	2.1732266386587754e-07
769	0.10353244	1.0357189367705886e-07
770	0.09969149	1.3155497557731747e-09
771	0.10484938	4.120934649346665e-07
772	0.10096933	5.9423090510655456e-09
773	0.10251084	3.405165942055906e-08
774	0.10231683	2.7456323422873044e-08
775	0.10126247	8.333424738822561e-09
776	0.10348649	9.859309118880826e-08
777	0.10257801	3.66757052062496e-08
778	0.10059944	3.862263140161394e-09
779	0.10274814	4.4232149632603235e-08
780	0.10357123	1.07963992490156e-07
781	0.10062762	3.991786294422203e-09
782	0.10294712	5.499829117166053e-08
783	0.10358687	1.0978551534815114e-07
784	0.10199715	1.920306831413966e-08
785	0.10161636	1.248677919926288e-08
786	0.10440739	2.609820093276323e-07
787	0.10350402	1.0046449268491732e-07
788	0.10110845	6.97932787225005e-09
789	0.1036435	1.1663366259537611e-07
790	0.10337149	8.712876511039368e-08
791	0.10237631999999999	2.9333952915748556e-08
792	0.10585077	1.1312348480464975e-06
793	0.10238693	2.9681698189749443e-08
794	0.10454980999999999	3.0259117373823324e-07
795	0.10383084	1.423693203040171e-07
796	0.10323274	7.501134851840923e-08
797	0.10369767	1.235709472548763e-07
798	0.10139264	9.674697416311125e-09
799	0.10302811	6.007446257030754e-08
800	0.1053639	6.953833028301663e-07
